Date,WCS- Sales_Accessories,Ordered Units_Accessories,Ship Charge_Accessories,Ship Tax Amount_Accessories,Tax Amount_Accessories,Total Shipping Cost_Accessories,Discount_Accessories,WCS- Sales_Footwear,Ordered Units_Footwear,Ship Charge_Footwear,Ship Tax Amount_Footwear,Tax Amount_Footwear,Total Shipping Cost_Footwear,Discount_Footwear,WCS- Sales_Apparel,Ordered Units_Apparel,Ship Charge_Apparel,Ship Tax Amount_Apparel,Tax Amount_Apparel,Total Shipping Cost_Apparel,Discount_Apparel,WCS- Sales_Custom,Ordered Units_Custom,Ship Charge_Custom,Ship Tax Amount_Custom,Tax Amount_Custom,Total Shipping Cost_Custom,Discount_Custom,WCS- Sales_Equipment,Ordered Units_Equipment,Ship Charge_Equipment,Ship Tax Amount_Equipment,Tax Amount_Equipment,Total Shipping Cost_Equipment,Discount_Equipment,WCS- Sales_Other,Ordered Units_Other,Ship Charge_Other,Ship Tax Amount_Other,Tax Amount_Other,Total Shipping Cost_Other,Discount_Other, # of Orders , # of Page Views ,YoY Product Views %,YoY Units %,YoY Sales USD %,YoY Visitors %,YoY Page Views %,YoY Avg. Unit Retail %, # of Product Views , # of Units , # of Visitors , Sales (USD) ,YoY Avg. Order Value %,Conversion Rate,YoY Conv Rate %,YoY Orders %, AUR , AOV 
2015-08-08, $755 , 54 , 211 , 2 , 31 , 212 ,-20.85466667," $34,914 ", 291 ," 2,633 ", 14 ," 2,376 "," 2,647 ",-59.6152381," $2,572 ", 41 , 164 , -   , 101 , 164 ,-56.29583333, $46 , 2 , 10 , -   , -   , 10 ,-4.98, $148 , 1 , 25 , -   , 9 , 25 ,0.0,,,,,,,,268,"205,933",,0.00%,8.91%,-19.99%,,8.91%, -   ,377,"36,078"," $36,640.86 ",8.10%,0.74%,0.259216976,0.007518797, $97.19 , $136.72 
2015-08-09," $1,509 ", 60 , 198 , 1 , 84 , 199 ,-21.28904762," $35,217 ", 314 ," 2,734 ", 11 ," 2,120 "," 2,745 ",-58.1575," $4,608 ", 67 , 326 , 2 , 228 , 327 ,-50.99136364,,,,,,,, $595 , 5 , 29 , 0 , 42 , 29 ,-6.22,,,,,,,,297,"281,278",,-12.96%,-6.22%,-7.66%,,7.75%, -   ,423,"50,564"," $40,594.22 ",-4.00%,0.59%,0.058027489,-0.023026316, $95.97 , $136.68 
2015-08-10," $2,284 ", 92 , 316 , 3 , 143 , 319 ,-54.88958333," $38,840 ", 343 ," 2,923 ", 24 ," 2,210 "," 2,947 ",-94.52446154," $4,893 ", 59 , 271 , 1 , 262 , 272 ,-71.60409091,,,,,,,, $158 , 2 , 28 , 1 , 10 , 29 ,-29.175,,,,,,,,313,"254,240",,18.62%,13.75%,-15.17%,,-4.11%, -   ,465,"46,055"," $43,469.57 ",1.39%,0.68%,0.322413244,0.121863799, $93.48 , $138.88 
2015-08-11," $3,695 ", 138 , 452 , 4 , 212 , 456 ,-44.3473913," $41,804 ", 361 ," 3,066 ", 21 ," 2,702 "," 3,087 ",-94.82552239," $3,895 ", 66 , 262 , 1 , 213 , 263 ,-56.73380952, $49 , 2 , 7 , -   , 3 , 7 ,-3.73, $177 , 3 , 11 , -   , 14 , 11 ,-22.24333333,,,,,,,,320,"264,735",,22.54%,-3.21%,-9.87%,,-21.01%, -   ,522,"46,466"," $44,912.67 ",-8.96%,0.69%,0.179602905,0.063122924, $86.04 , $140.35 
2015-08-12, $922 , 65 , 340 , 6 , 30 , 346 ,-25.76631579," $37,250 ", 340 ," 3,010 ", 20 ," 2,076 "," 3,030 ",-105.2596364," $4,346 ", 65 , 286 , 2 , 244 , 288 ,-42.43592593, $19 , 1 , 9 , -   , 3 , 9 ,-8.97, $104 , 2 , 1 , -   , 8 , 1 ,-26.06,,,,,,,,308,"250,867",,0.00%,-14.74%,-0.67%,,-14.74%, -   ,426,"44,214"," $39,869.13 ",-13.91%,0.70%,-0.002926573,-0.009646302, $93.59 , $129.45 
2015-08-13," $1,856 ", 88 , 276 , 3 , 92 , 279 ,-32.00047619," $53,077 ", 434 ," 3,553 ", 42 ," 2,778 "," 3,595 ",-79.5984058," $6,956 ", 95 , 379 , 2 , 355 , 381 ,-134.4585714, $130 , 5 , 10 , -   , -   , 10 ,-9.95, $146 , 2 , 20 , -   , -   , 20 ,-3.316666667,,,,,,,,345,"270,215",,6.71%,-3.60%,-0.43%,,-9.66%, -   ,509,"48,760"," $45,239.21 ",-6.12%,0.71%,0.03125,0.026785714, $88.88 , $131.13 
2015-08-14," $1,617 ", 84 , 298 , 3 , 95 , 300 ,-31.78086957," $43,560 ", 372 ," 3,230 ", 18 ," 2,739 "," 3,248 ",-102.5816923," $3,947 ", 58 , 257 , 1 , 167 , 258 ,-53.58142857, $53 , 2 , 3 , -   , 4 , 3 ,-2.84, $295 , 3 , 36 , -   , 20 , 36 ,-6.39,,,,,,,,298,"247,897",,-15.78%,-22.84%,8.62%,,-8.39%, -   ,427,"43,068"," $39,161.77 ",-8.09%,0.69%,-0.227183478,-0.16056338, $91.71 , $131.42 
2015-08-15," $1,546 ", 71 , 223 , 1 , 80 , 224 ,-34.335," $34,639 ", 289 ," 2,664 ", 22 ," 2,207 "," 2,686 ",-57.52558824," $1,908 ", 25 , 142 , 1 , 116 , 143 ,-48.45692308,,,,,,,, $283 , 2 , 13 , -   , 25 , 13 ,-6.635,,,,,,,,248,"221,683",,-20.28%,-24.22%,-6.42%,,-4.95%, -   ,342,"38,554"," $32,591.61 ",-1.00%,0.64%,-0.182075229,-0.234567901, $95.30 , $131.42 
2015-08-16," $3,285 ", 211 , 777 , 1 , 200 , 778 ,-59.40794872," $85,798 ", 925 ," 7,358 ", 19 ," 4,649 "," 7,377 ",-326.6874757," $14,445 ", 206 , 823 , -   , 833 , 823 ,-155.7316279, $188 , 10 , 20 , -   , 14 , 20 ,-23.0, $292 , 6 , 45 , -   , 18 , 45 ,-41.116,,,,,,,,912,"398,265",,109.43%,66.12%,23.92%,,-20.68%, -   ,"1,355","64,540"," $103,765.82 ",-20.77%,1.41%,0.691859419,1.096551724, $76.58 , $113.78 
2015-08-17," $4,737 ", 240 , 899 , 1 , 311 , 899 ,-87.63972973," $108,861 "," 1,150 "," 8,974 ", 25 ," 6,421 "," 9,000 ",-288.1916," $11,948 ", 208 , 835 , 2 , 653 , 837 ,-139.115, $135 , 7 , 8 , -   , 6 , 8 ,-20.29666667," $1,277 ", 19 , 138 , -   , 98 , 138 ,-79.66222222,,,,,,,,967,"407,273",,165.48%,93.88%,36.98%,,-26.97%, -   ,"1,415","63,920"," $109,726.00 ",-23.21%,1.51%,0.843201848,1.524804178, $77.54 , $113.47 
2015-08-18," $5,485 ", 245 , 869 , 0 , 376 , 869 ,-87.59428571," $112,839 "," 1,175 "," 9,251 ", 32 ," 6,119 "," 9,283 ",-400.254661," $19,374 ", 324 ," 1,396 ", 3 ," 1,086 "," 1,399 ",-197.0153448, $67 , 4 , 13 , -   , -   , 13 ,-22.73," $1,085 ", 15 , 116 , -   , 90 , 116 ,-68.37,,,,,,,,991,"359,702",,130.17%,71.87%,9.46%,,-25.33%, -   ,"1,503","55,616"," $114,567.40 ",-31.67%,1.78%,1.297832299,1.515228426, $76.23 , $115.61 
2015-08-19," $1,628 ", 96 , 346 , 1 , 107 , 346 ,-41.56176471," $47,077 ", 418 ," 3,837 ", 29 ," 2,839 "," 3,866 ",-116.5005634," $5,534 ", 83 , 356 , 1 , 287 , 357 ,-47.08296296, $18 , 1 , 3 , -   , 2 , 3 ,-10.31, $343 , 4 , 42 , -   , 15 , 42 ,-7.4625,,,,,,,,374,"252,450",,-0.90%,-9.84%,-8.33%,,-9.01%, -   ,548,"43,891"," $48,847.54 ",-12.97%,0.85%,0.130120947,0.03601108, $89.14 , $130.61 
2015-08-20, $990 , 72 , 277 , 2 , 67 , 279 ,-22.01833333," $41,009 ", 340 ," 2,999 ", 22 ," 2,608 "," 3,021 ",-107.1517308," $5,374 ", 67 , 350 , 1 , 326 , 351 ,-35.955,,,,,,,, $384 , 3 , 25 , -   , 21 , 25 ,-13.22666667,,,,,,,,319,"270,862",,-9.61%,-17.24%,-13.22%,,-8.44%, -   ,461,"48,169"," $44,801.94 ",-0.38%,0.66%,-0.042701435,-0.169270833, $97.18 , $140.44 
2015-08-21, $921 , 59 , 208 , 2 , 45 , 209 ,-16.65071429," $38,842 ", 300 ," 2,711 ", 14 ," 2,403 "," 2,724 ",-69.16910714," $3,464 ", 49 , 267 , 1 , 202 , 268 ,-15.85066667, $28 , 1 , 12 , 1 , 2 , 13 ,0.0, $334 , 4 , 27 , -   , 32 , 27 ,-16.04666667,,,,,,,,239,"238,314",,-49.28%,-45.05%,-4.08%,,8.35%, -   ,319,"43,521"," $33,312.84 ",-5.50%,0.55%,-0.393732511,-0.418491484, $104.43 , $139.38 
2015-08-22, $535 , 44 , 119 , 1 , 45 , 120 ,-18.67384615," $33,131 ", 252 ," 2,361 ", 14 ," 2,174 "," 2,375 ",-52.26980392," $3,817 ", 44 , 228 , 1 , 198 , 229 ,-13.34714286, $40 , 2 , 2 , -   , 2 , 2 ,-2.22, $404 , 3 , 20 , -   , 33 , 20 ,-3.98,,,,,,,,240,"230,098",,-44.96%,-36.92%,-17.16%,,14.61%, -   ,322,"40,937"," $35,370.20 ",2.51%,0.59%,-0.257154991,-0.384615385, $109.85 , $147.38 
2015-08-23, $889 , 49 , 245 , 4 , 54 , 249 ,-10.291," $37,420 ", 305 ," 2,719 ", 8 ," 2,382 "," 2,727 ",-60.98721311," $5,293 ", 87 , 394 , 0 , 263 , 395 ,-38.295,,,,,,,, $175 , 2 , 35 , 2 , 13 , 37 ,-15.275,,,,,,,,317,"308,574",,-27.82%,-28.44%,8.74%,,-0.86%, -   ,441,"53,829"," $43,585.23 ",-1.80%,0.59%,-0.329829646,-0.271264368, $98.83 , $137.49 
2015-08-24," $1,778 ", 68 , 274 , 5 , 74 , 279 ,-25.31105263," $47,773 ", 394 ," 3,602 ", 29 ," 2,954 "," 3,632 ",-70.99027027," $6,853 ", 98 , 417 , 3 , 365 , 420 ,-29.53428571, $22 , 1 , 3 , -   , 2 , 3 ,-6.12, $380 , 6 , 66 , -   , 29 , 66 ,-21.36166667,,,,,,,,370,"268,417",,18.16%,11.99%,-8.48%,,-5.22%, -   ,527,"47,825"," $52,825.81 ",-3.14%,0.77%,0.263401072,0.15625, $100.24 , $142.77 
2015-08-25," $2,374 ", 73 , 373 , 2 , 215 , 374 ,-14.28730769," $44,543 ", 347 ," 3,515 ", 19 ," 2,656 "," 3,534 ",-59.92369231," $6,265 ", 90 , 411 , 4 , 302 , 415 ,-38.50954545, $28 , 1 , -   , -   , -   , -   ,0.0, $341 , 3 , 25 , -   , 25 , 25 ,-10.89,,,,,,,,340,"286,417",,0.66%,-10.39%,11.01%,,-10.99%, -   ,455,"52,797"," $46,398.61 ",-13.03%,0.64%,-0.071913521,0.03030303, $101.97 , $136.47 
2015-08-26," $1,397 ", 49 , 212 , 4 , 117 , 216 ,-14.89625," $40,779 ", 317 ," 3,013 ", 18 ," 2,385 "," 3,030 ",-84.09474576," $4,102 ", 40 , 241 , -   , 240 , 241 ,-12.08047619,,,,,,,, $264 , 3 , 30 , -   , 23 , 30 ,-9.95,,,,,,,,293,"271,379",,-58.57%,-43.50%,-18.48%,,36.37%, -   ,365,"49,637"," $42,007.98 ",17.05%,0.59%,-0.40789602,-0.517298188, $115.09 , $143.37 
2015-08-27," $1,169 ", 56 , 218 , 1 , 41 , 220 ,-27.30166667," $41,881 ", 329 ," 3,012 ", 21 ," 2,513 "," 3,033 ",-65.16716418," $3,044 ", 56 , 229 , 1 , 253 , 230 ,-25.22545455,,,,,,,, $364 , 4 , 35 , -   , 27 , 35 ,-11.9075,,,,,,,,268,"250,001",,-43.76%,-29.44%,-10.15%,,25.47%, -   ,374,"45,459"," $39,597.68 ",19.80%,0.59%,-0.344467917,-0.410989011, $105.88 , $147.75 
2015-08-28," $2,046 ", 73 , 275 , 4 , 96 , 279 ,-28.63928571," $49,005 ", 387 ," 3,492 ", 20 ," 2,812 "," 3,510 ",-73.13173333," $3,433 ", 52 , 271 , 0 , 214 , 271 ,-29.23958333, $28 , 1 , 10 , -   , -   , 10 ,0.0, $264 , 4 , 32 , -   , 23 , 32 ,-11.4775,,,,,,,,341,"262,878",,-26.10%,-18.42%,-0.51%,,10.39%, -   ,470,"48,079"," $48,719.77 ",3.11%,0.71%,-0.204735642,-0.208816705, $103.66 , $142.87 
2015-08-29, $849 , 57 , 204 , 2 , 60 , 206 ,-22.88," $34,685 ", 273 ," 2,529 ", 23 ," 2,021 "," 2,552 ",-50.11866667," $4,064 ", 66 , 300 , 2 , 196 , 302 ,-17.81666667,,,,,,,, $121 , 2 , 15 , -   , 11 , 15 ,-7.46,,,,,,,,278,"255,925",,-54.25%,-42.67%,-19.02%,,25.29%, -   ,388,"45,106"," $38,758.95 ",5.17%,0.62%,-0.326911597,-0.454901961, $99.89 , $139.42 
2015-08-30," $2,119 ", 62 , 250 , 5 , 122 , 255 ,-28.08157895," $45,917 ", 354 ," 3,273 ", 18 ," 2,831 "," 3,291 ",-77.67032787," $5,240 ", 66 , 303 , 3 , 292 , 306 ,-42.968, $13 , 1 , 1 , -   , -   , 1 ,-15.4, $297 , 4 , 24 , 0 , 26 , 24 ,-13.7775,,,,,,,,345,"333,923",,-39.31%,-23.07%,8.41%,,26.77%, -   ,477,"60,495"," $52,372.27 ",11.27%,0.57%,-0.362229542,-0.308617234, $109.80 , $151.80 
2015-08-31," $1,290 ", 86 , 213 , 4 , 81 , 217 ,-37.70642857," $51,748 ", 405 ," 3,917 ", 33 ," 3,252 "," 3,948 ",-66.13," $4,614 ", 50 , 282 , 2 , 245 , 284 ,-40.95473684,,,,,,,, $408 , 5 , 32 , -   , 34 , 32 ,-67.54,,,,,,,,375,"338,077",,-55.03%,-45.18%,-1.43%,,21.89%, -   ,519,"62,889"," $54,856.37 ",11.97%,0.60%,-0.503336663,-0.510443864, $105.70 , $146.28 
2015-09-01," $2,453 ", 70 , 320 , 5 , 182 , 325 ,-25.604375," $54,656 ", 439 ," 4,217 ", 25 ," 3,522 "," 4,242 ",-84.16106061," $5,109 ", 41 , 225 , 1 , 347 , 226 ,-13.07263158,,,,,,,, $419 , 4 , 56 , 1 , 30 , 57 ,-25.325,,,,,,,,390,"304,354",,2.67%,4.70%,8.58%,,1.98%, -   ,499,"54,517"," $56,105.54 ",-4.96%,0.72%,0.014597219,0.101694915, $112.44 , $143.86 
2015-09-02," $2,049 ", 77 , 302 , 2 , 129 , 304 ,-20.89631579," $47,400 ", 384 ," 3,825 ", 31 ," 2,899 "," 3,857 ",-64.85514286," $3,990 ", 56 , 336 , 2 , 310 , 338 ,-14.5737037,,,,,,,,,,,,,,,,,,,,,,380,"325,637",,2.20%,-0.99%,13.34%,,-3.12%, -   ,511,"62,618"," $51,889.91 ",-10.37%,0.61%,-0.025346193,0.104651163, $101.55 , $136.55 
2015-09-03," $4,965 ", 231 , 856 , 1 , 306 , 858 ,-87.775," $90,637 ", 866 ," 7,312 ", 25 ," 5,577 "," 7,337 ",-263.8521053," $12,689 ", 211 , 932 , 2 , 759 , 934 ,-139.7416279, $9 , 1 , 1 , -   , -   , 1 ,-18.78, $500 , 7 , 49 , -   , 31 , 49 ,-53.244,,,,,,,,825,"408,488",,134.79%,80.68%,38.65%,,-23.05%, -   ,"1,235","68,614"," $100,924.28 ",-21.16%,1.20%,0.652869677,1.291666667, $81.72 , $122.33 
2015-09-04," $3,545 ", 141 , 583 , 2 , 280 , 585 ,-79.23333333," $80,700 ", 756 ," 6,529 ", 25 ," 4,986 "," 6,554 ",-249.2109901," $10,286 ", 172 , 626 , -   , 550 , 626 ,-183.7318519, $18 , 1 , 2 , -   , 1 , 2 ,-10.33, $571 , 9 , 48 , -   , 35 , 48 ,-114.594,,,,,,,,650,"348,525",,108.39%,62.54%,18.52%,,-22.00%, -   ,944,"58,007"," $82,041.84 ",-16.23%,1.12%,0.637079827,0.940298507, $86.91 , $126.22 
2015-09-05," $1,321 ", 78 , 372 , -   , 73 , 372 ,-40.90583333," $63,969 ", 591 ," 5,092 ", 17 ," 3,871 "," 5,109 ",-171.2496296," $5,060 ", 87 , 342 , -   , 336 , 342 ,-86.30318182,,,,,,,, $240 , 4 , 25 , -   , 23 , 25 ,-18.32,,,,,,,,540,"328,055",,50.00%,31.77%,15.21%,,-12.15%, -   ,699,"54,831"," $65,891.73 ",-23.62%,0.98%,0.497498296,0.725239617, $94.27 , $122.02 
2015-09-06," $3,134 ", 156 , 666 , 1 , 209 , 667 ,-57.22051282," $88,153 ", 864 ," 6,796 ", 25 ," 4,957 "," 6,821 ",-264.3017757," $10,367 ", 145 , 575 , 1 , 599 , 577 ,-109.8844118, $81 , 4 , 8 , -   , -   , 8 ,-10.18666667, $94 , 2 , 15 , -   , 9 , 15 ,-21.065,,,,,,,,799,"405,130",,98.80%,60.15%,15.83%,,-19.44%, -   ,"1,161","64,966"," $100,901.26 ",-17.22%,1.23%,0.670246437,0.934624697, $86.91 , $126.28 
2015-09-07," $4,911 ", 279 ," 1,126 ", 4 , 420 ," 1,130 ",-63.31714286," $142,341 "," 1,390 "," 10,664 ", 25 ," 8,000 "," 10,689 ",-359.4581395," $21,350 ", 332 ," 1,371 ", 4 ," 1,224 "," 1,375 ",-168.2373077, $17 , 1 , 5 , -   , 1 , 5 ,-10.58," $1,238 ", 15 , 111 , -   , 95 , 111 ,-44.76818182,,,,,,,,"1,338","460,424",,264.25%,165.17%,35.71%,,-27.20%, -   ,"2,007","71,852"," $169,426.01 ",-18.94%,1.86%,1.410656338,2.271393643, $84.42 , $126.63 
2015-09-08," $1,668 ", 100 , 328 , 1 , 105 , 328 ,-39.26681818," $58,966 ", 508 ," 4,412 ", 18 ," 3,762 "," 4,430 ",-111.8155814," $6,978 ", 92 , 496 , 0 , 525 , 496 ,-46.41361111, $37 , 2 , 5 , -   , 3 , 5 ,-9.375, $247 , 3 , 16 , -   , 25 , 16 ,-14.2975,,,,,,,,479,"319,890",,17.53%,5.11%,-4.23%,,-10.57%, -   ,657,"55,416"," $64,100.87 ",-12.23%,0.86%,0.250334696,0.1975, $97.57 , $133.82 
2015-09-09," $1,186 ", 58 , 190 , 2 , 97 , 192 ,-12.22842105," $54,967 ", 457 ," 3,927 ", 22 ," 3,249 "," 3,950 ",-104.3930667," $6,682 ", 106 , 492 , 2 , 410 , 493 ,-76.56148148,,,,,,,, $571 , 6 , 44 , 0 , 57 , 44 ,-14.56333333,,,,,,,,349,"319,693",,-4.38%,-19.39%,-0.37%,,-15.70%, -   ,524,"57,553"," $52,498.96 ",-14.08%,0.61%,-0.058372143,-0.061827957, $100.19 , $150.43 
2015-09-10," $1,767 ", 71 , 299 , 8 , 126 , 308 ,-19.90166667," $51,588 ", 405 ," 3,859 ", 28 ," 3,055 "," 3,887 ",-79.90848485," $6,843 ", 85 , 478 , 6 , 368 , 484 ,-49.46793103, $46 , 2 , 5 , -   , 2 , 5 ,-5.08, $196 , 2 , 20 , -   , 15 , 20 ,-9.95,,,,,,,,393,"304,356",,-24.05%,-26.97%,-9.96%,,-3.85%, -   ,518,"53,359"," $56,091.24 ",-12.66%,0.74%,-0.071341611,-0.163829787, $108.28 , $142.73 
2015-09-11," $2,326 ", 92 , 314 , 1 , 137 , 314 ,-20.98458333," $54,772 ", 419 ," 3,865 ", 30 ," 3,355 "," 3,895 ",-70.95144928," $4,051 ", 65 , 339 , 1 , 314 , 340 ,-33.18, $24 , 1 , 1 , -   , -   , 1 ,-4.04,,,,,,,,,,,,,,,355,"318,730",,-32.64%,-35.28%,3.61%,,-3.92%, -   ,489,"56,033"," $50,527.85 ",-11.77%,0.63%,-0.292106754,-0.266528926, $103.33 , $142.33 
2015-09-12, $879 , 62 , 178 , -   , 48 , 178 ,-31.17428571," $50,707 ", 399 ," 3,487 ", 15 ," 3,257 "," 3,502 ",-70.786," $5,238 ", 64 , 299 , -   , 404 , 299 ,-32.62304348,,,,,,,, $96 , 1 , 10 , -   , 9 , 10 ,-21.75,,,,,,,,357,"344,351",,-19.44%,-25.05%,-1.05%,,-6.97%, -   ,485,"58,639"," $51,889.63 ",-2.80%,0.61%,-0.220723409,-0.228941685, $106.99 , $145.35 
2015-09-13," $1,414 ", 81 , 255 , 2 , 83 , 258 ,-36.926875," $62,515 ", 492 ," 4,332 ", 21 ," 3,351 "," 4,353 ",-82.31315068," $7,723 ", 129 , 599 , 2 , 424 , 600 ,-77.65818182, $25 , 1 , 3 , -   , 1 , 3 ,-3.32,,,,,,,,,,,,,,,490,"443,119",,-21.20%,-24.43%,-0.71%,,-4.10%, -   ,699,"75,430"," $71,598.45 ",-1.29%,0.65%,-0.228863474,-0.234375, $102.43 , $146.12 
2015-09-14," $1,798 ", 105 , 333 , 3 , 111 , 337 ,-29.71526316," $67,749 ", 534 ," 5,107 ", 42 ," 4,238 "," 5,146 ",-93.11558442," $6,530 ", 90 , 532 , 7 , 445 , 539 ,-59.37862069,,,,,,,,,,,,,,,,,,,,,,513,"384,294",,-30.22%,-34.34%,-7.04%,,-5.91%, -   ,679,"66,046"," $70,305.95 ",-10.66%,0.78%,-0.209403197,-0.26504298, $103.54 , $137.05 
2015-09-15," $2,626 ", 128 , 412 , 2 , 189 , 414 ,-33.17208333," $69,417 ", 539 ," 4,890 ", 44 ," 4,166 "," 4,934 ",-84.437625," $8,599 ", 141 , 501 , 2 , 395 , 502 ,-60.34428571, $28 , 1 , 10 , 1 , 2 , 11 ,0.0, $207 , 2 , 20 , -   , 17 , 20 ,-14.35,,,,,,,,472,"410,866",,-20.77%,-27.86%,-8.38%,,-8.95%, -   ,698,"68,605"," $70,110.89 ",-5.40%,0.69%,-0.167690953,-0.237479806, $100.45 , $148.54 
2015-09-16," $1,707 ", 83 , 297 , 1 , 71 , 298 ,-28.68952381," $66,993 ", 519 ," 4,671 ", 39 ," 4,109 "," 4,710 ",-99.59411765," $8,208 ", 128 , 524 , 2 , 350 , 526 ,-97.42821429,,,,,,,, $287 , 3 , 25 , -   , 25 , 25 ,-12.22333333,,,,,,,,427,"371,731",,-14.42%,-21.00%,-0.27%,,-7.68%, -   ,623,"65,564"," $63,083.97 ",-6.94%,0.65%,-0.148801687,-0.151093439, $101.26 , $147.74 
2015-09-17," $2,495 ", 87 , 283 , 3 , 138 , 286 ,-43.15666667," $63,650 ", 507 ," 4,550 ", 27 ," 3,667 "," 4,577 ",-147.5932308," $6,926 ", 122 , 462 , 1 , 369 , 463 ,-108.9456522, $23 , 1 , 5 , -   , 3 , 5 ,-4.97,,,,,,,,,,,,,,,408,"354,671",,-45.88%,-40.97%,-17.74%,,9.07%, -   ,591,"62,372"," $60,007.70 ",5.48%,0.65%,-0.319605004,-0.440329218, $101.54 , $147.08 
2015-09-18," $1,673 ", 58 , 260 , 6 , 101 , 267 ,-22.44823529," $56,501 ", 436 ," 4,102 ", 31 ," 3,612 "," 4,131 ",-95.03955224," $6,512 ", 131 , 398 , 2 , 411 , 401 ,-105.8504167,,,,,,,,,,,,,,,,,,,,,,369,"313,920",,-40.20%,-36.38%,-14.35%,,6.40%, -   ,531,"54,816"," $53,541.29 ",7.59%,0.67%,-0.309556762,-0.408653846, $100.83 , $145.10 
2015-09-19," $1,239 ", 56 , 183 , 1 , 104 , 185 ,-46.34625," $58,995 ", 440 ," 3,792 ", 16 ," 3,463 "," 3,808 ",-114.4614545," $5,828 ", 87 , 477 , 3 , 326 , 480 ,-62.31956522,,,,,,,, $178 , 1 , 2 , -   , 9 , 2 ,-22.49,,,,,,,,370,"325,021",,-38.83%,-25.14%,-11.31%,,22.38%, -   ,501,"55,777"," $56,769.19 ",18.57%,0.66%,-0.288081054,-0.368600683, $113.31 , $153.43 
2015-09-20," $2,367 ", 95 , 374 , 4 , 113 , 378 ,-26.18," $60,313 ", 482 ," 4,366 ", 27 ," 3,640 "," 4,393 ",-93.77486111," $7,763 ", 103 , 495 , -   , 371 , 495 ,-100.2613636,,,,,,,, $318 , 3 , 25 , -   , 27 , 25 ,-15.49333333,,,,,,,,497,"398,038",,-40.49%,-37.08%,-14.34%,,5.73%, -   ,682,"67,500"," $70,760.73 ",-0.62%,0.74%,-0.260927351,-0.366878981, $103.75 , $142.38 
2015-09-21," $1,747 ", 74 , 262 , 1 , 80 , 262 ,-21.79090909," $79,067 ", 604 ," 5,664 ", 44 ," 4,747 "," 5,707 ",-97.69493976," $10,753 ", 121 , 658 , 2 , 573 , 660 ,-71.891875,,,,,,,, $399 , 1 , 1 , -   , -   , 1 ,-1.25,,,,,,,,544,"364,279",,-39.16%,-27.46%,-13.57%,,19.24%, -   ,727,"64,844"," $83,407.52 ",-0.66%,0.84%,-0.155174028,-0.269798658, $114.73 , $153.32 
2015-09-22," $2,153 ", 84 , 322 , 6 , 153 , 328 ,-17.04111111," $68,315 ", 534 ," 4,875 ", 31 ," 3,701 "," 4,906 ",-121.0406061," $8,793 ", 153 , 586 , 6 , 290 , 592 ,-99.81481481, $28 , 1 , 8 , 1 , 3 , 9 ,0.0,,,,,,,,,,,,,,,493,"365,554",,-17.03%,-19.60%,-25.07%,,-3.10%, -   ,726,"64,117"," $74,568.81 ",-0.03%,0.77%,0.07335883,-0.195758564, $102.71 , $151.26 
2015-09-23," $2,024 ", 92 , 365 , 6 , 124 , 371 ,-30.59," $75,430 ", 600 ," 5,409 ", 37 ," 4,441 "," 5,446 ",-107.7941892," $7,748 ", 124 , 579 , 2 , 424 , 581 ,-71.38896552,,,,,,,, $328 , 2 , 20 , -   , 26 , 20 ,-9.95,,,,,,,,538,"407,121",,-9.30%,-13.75%,-10.16%,,-4.91%, -   ,761,"71,084"," $78,410.13 ",-10.22%,0.76%,0.069362957,-0.039285714, $103.04 , $145.74 
2015-09-24," $2,154 ", 85 , 272 , 3 , 139 , 276 ,-15.32111111," $64,656 ", 485 ," 4,643 ", 35 ," 3,733 "," 4,679 ",-93.23929577," $7,957 ", 109 , 560 , 4 , 434 , 565 ,-62.98956522,,,,,,,,,,,,,,,,,,,,,,467,"396,416",,-28.20%,-25.75%,-9.36%,,3.41%, -   ,634,"80,200"," $69,573.52 ",-5.88%,0.58%,-0.129676632,-0.211148649, $109.74 , $148.98 
2015-09-25," $2,249 ", 136 , 366 , 3 , 159 , 369 ,-38.44869565," $65,489 ", 518 ," 4,700 ", 38 ," 3,852 "," 4,738 ",-107.8794521," $8,876 ", 117 , 455 , 1 , 515 , 456 ,-67.91307692,,,,,,,, $302 , 3 , 30 , -   , 15 , 30 ,-17.48333333,,,,,,,,462,"376,308",,4.46%,-8.79%,-5.44%,,-12.68%, -   ,703,"68,156"," $68,580.74 ",-6.61%,0.68%,0.032907407,-0.023255814, $97.55 , $148.44 
2015-09-26," $1,361 ", 79 , 315 , 4 , 75 , 319 ,-24.5515," $55,557 ", 445 ," 4,038 ", 18 ," 3,128 "," 4,055 ",-102.4883333," $9,246 ", 114 , 541 , 5 , 489 , 545 ,-83.00521739,,,,,,,, $133 , 1 , 18 , -   , 12 , 18 ,-14.8,,,,,,,,414,"378,818",,4.60%,-2.45%,-8.92%,,-6.74%, -   ,591,"66,187"," $60,428.69 ",-2.92%,0.63%,0.103218873,0.004854369, $102.25 , $145.96 
